order_id,customer_email,customer_phone,customer_id,total_amount,currency,payment_status,payment_method,amount_paid,transaction_id,paid_at,event_time,refund_amount,refund_reason,refunded_at,tracking_code,carrier,shipment_status,region,shipping_address_line1,shipping_address_city,shipping_address_country,items,event_id,event_type,processed_at,event_date,is_paid,is_refunded,is_delivered,is_completed,is_cancelled,is_pending
,user1006@example.com,+2348087049595,,13500.0,NGN,,,,,,2026-02-17 00:16:32.887000+00:00,,,,,,,Kano,,,,"[{""price"": 4500, ""qty"": 3, ""sku"": ""SKU-0013""}]",931aa01446d6b18ff341eb3f91e76046dd10033e81cb3bab85efc3164acd5641,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
ORD-000015,,,CUST-00703,13000.0,NGN,,,,,,2026-02-17 00:16:32.888000+00:00,,,,,,,,78 Alausa Rd,Kaduna,NG,"[{""quantity"": 1, ""sku"": ""SKU-0210"", ""unit_price"": 13000}]",51f122c636a2e5268ff6ee7c164f8567f2843e2ed0efc9c34f3fbcf208af2d1c,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
ORD-000016,user433@pulse.africa,+2348031079846,CUST-00782,175100.0,NGN,,,,,,2026-02-17 00:16:32.891000+00:00,,,,,,,Kaduna,,,,"[{""price"": 12200, ""qty"": 3, ""sku"": ""SKU-0152""}, {""price"": 19000, ""qty"": 3, ""sku"": ""SKU-0198""}, {""price"": 18500, ""qty"": 2, ""sku"": ""SKU-0115""}, {""price"": 12500, ""qty"": 2, ""sku"": ""SKU-0150""}, {""price"": 6500, ""qty"": 3, ""sku"": ""SKU-0145""}]",2ad541926fc106be56ff64b59ab5fe0fe6cf6b9b42e1396449f9f3e3b8a43029,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
ORD-000017,user406@shop.ng,,CUST-00678,28700.0,NGN,,,,,,2026-02-17 00:16:32.892000+00:00,,,,,,,,,,,"[{""quantity"": 1, ""sku"": ""SKU-0074"", ""unit_price"": 2700}, {""quantity"": 3, ""sku"": ""SKU-0073"", ""unit_price"": 4500}, {""quantity"": 2, ""sku"": ""SKU-0179"", ""unit_price"": 1500}, {""quantity"": 1, ""sku"": ""SKU-0175"", ""unit_price"": 9500}]",35cd00163206131ac874a8e9f7e41830d7a2cc43a1df08a0ce933572ee226c0b,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
ORD-000018,,,CUST-00449,118.1,USD,,,,,,2026-02-17 00:16:32.894000+00:00,,,,,,,Abuja,,,,"[{""price"": 12500, ""qty"": 3, ""sku"": ""SKU-0152""}, {""price"": 26000, ""qty"": 1, ""sku"": ""SKU-0112""}, {""price"": 26000, ""qty"": 2, ""sku"": ""SKU-0176""}]",ba69e1146ac050bd8ed4a101efc918fbee10c4d67b4670c36e06c75bcd4ab5cd,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
ORD-000019,user330@pulse.africa,+2348076500726,CUST-00329,134700.0,NGN,,,,,,2026-02-17 00:16:32.895000+00:00,,,,,,,PH,,,,"[{""price"": 18500, ""qty"": 3, ""sku"": ""SKU-0005""}, {""price"": 6700, ""qty"": 1, ""sku"": ""SKU-0147""}, {""price"": 19000, ""qty"": 3, ""sku"": ""SKU-0120""}, {""price"": 2500, ""qty"": 1, ""sku"": ""SKU-0071""}, {""price"": 6500, ""qty"": 2, ""sku"": ""SKU-0162""}]",91264b012d40b26efa2408cff2389cca2e758d36fb80ca0a1b532ba5d311f98d,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
,user3@shop.ng,+2348035176902,CUST-00527,4000.0,NGN,,,,,,2026-02-17 00:16:32.896000+00:00,,,,,,,Kaduna,,,,"[{""price"": 2000, ""productSku"": ""SKU-0080"", ""qty"": 2}]",ed15d89e961bf176ecf848a60b3dfb7b33fa3836b89ac7bc09dc4233315d090c,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
ORD-000021,user191@mail.com,+2348025228493,CUST-00015,19200.0,NGN,,,,,,2026-02-17 00:16:32.898000+00:00,,,,,,,PH,,,,"[{""price"": 5000, ""qty"": 2, ""sku"": ""SKU-0073""}, {""price"": 9200, ""qty"": 1, ""sku"": ""SKU-0031""}]",fc37605a2eccf9c401b35a66cb7a2d1fda8a88a0f95cd6b6252f642609fb1c67,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
,user1040@pulse.africa,+2348047962005,CUST-00425,103.37,USD,,,,,,2026-02-17 00:16:32.899000+00:00,,,,,,,PH,215 GRA Rd,PH,NG,"[{""price"": 26000, ""qty"": 2, ""sku"": ""SKU-0106""}, {""price"": 18200, ""qty"": 2, ""sku"": ""SKU-0062""}, {""price"": 6700, ""qty"": 1, ""sku"": ""SKU-0098""}]",d1c15ee280f0cd07dfd943043e3ae2f744b0448747fab052d9e080b1f7feb7eb,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
ORD-000023,user1360@mail.com,+2348014968688,CUST-00391,61400.0,NGN,,,,,,2026-02-17 00:16:32.901000+00:00,,,,,,,PH,,,,"[{""price"": 5000, ""qty"": 2, ""sku"": ""SKU-0088""}, {""price"": 12200, ""qty"": 2, ""sku"": ""SKU-0116""}, {""price"": 19000, ""qty"": 1, ""sku"": ""SKU-0178""}, {""price"": 4000, ""qty"": 2, ""sku"": ""SKU-0059""}]",c3edba6326df19835612e7560112e95a0e80739cdb1ca3fc1c038a544edf2aed,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
ORD-000024,,+2348081621574,CUST-00666,147700.0,NGN,,,,,,2026-02-17 00:16:32.902000+00:00,,,,,,,,,,,"[{""quantity"": 3, ""sku"": ""SKU-0025"", ""unit_price"": 13000}, {""quantity"": 3, ""sku"": ""SKU-0003"", ""unit_price"": 2700}, {""quantity"": 3, ""sku"": ""SKU-0104"", ""unit_price"": 25200}, {""quantity"": 2, ""sku"": ""SKU-0019"", ""unit_price"": 12500}]",1858548b18f099b0ec3f119d8f69035b2222cefcaa8ce752ca43b690a22e16f5,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
ORD-000025,user206@shop.ng,,"{""email"": ""user206@shop.ng"", ""id"": null, ""phone"": null}",49500.0,NGN,,,,,,2026-02-17 00:16:32.903000+00:00,,,,,,,Lagos,,,,"[{""price"": 12500, ""qty"": 3, ""sku"": ""SKU-0161""}, {""price"": 4000, ""qty"": 3, ""sku"": ""SKU-0058""}]",bb30c0792b796e4c5cb22c3ae119e9fb5cc2c1a8ea5f76e92ecbbe63ca6e4977,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
ORD-000026,user1195@mail.com,+2348095618110,CUST-00700,38100.0,NGN,,,,,,2026-02-17 00:16:32.904000+00:00,,,,,,,Kano,,,,"[{""price"": 18200, ""qty"": 1, ""sku"": ""SKU-0110""}, {""price"": 6700, ""qty"": 2, ""sku"": ""SKU-0135""}, {""price"": 6500, ""qty"": 1, ""sku"": ""SKU-0043""}]",6eed2067f24445e419e90c097e115d945b8de3702bb7502d1b2767f98ba611c9,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
ORD-000027,user1433@pulse.africa,,CUST-00589,80400.0,NGN,,,,,,2026-02-17 00:16:32.905000+00:00,,,,,,,,102 Sabon Gari Rd,Kano,NG,"[{""quantity"": 1, ""sku"": ""SKU-0040"", ""unit_price"": 10000}, {""quantity"": 3, ""sku"": ""SKU-0088"", ""unit_price"": 4500}, {""quantity"": 2, ""sku"": ""SKU-0163"", ""unit_price"": 9500}, {""quantity"": 2, ""sku"": ""SKU-0116"", ""unit_price"": 12200}, {""quantity"": 2, ""sku"": ""SKU-0098"", ""unit_price"": 6500}]",3d4610728784ae46599b1b1de4fc4d3a075363b429e3a2ea3cf2a3b2a61df4cd,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
,user270@example.com,+2348053851498,CUST-00594,127500.0,NGN,,,,,,2026-02-17 00:16:32.906000+00:00,,,,,,,Lagos,45 Garki Rd,Lagos,NG,"[{""price"": 9500, ""qty"": 2, ""sku"": ""SKU-0190""}, {""price"": 18500, ""qty"": 1, ""sku"": ""SKU-0198""}, {""price"": 25200, ""qty"": 3, ""sku"": ""SKU-0056""}, {""price"": 2700, ""qty"": 2, ""sku"": ""SKU-0158""}, {""price"": 9000, ""qty"": 1, ""sku"": ""SKU-0160""}]",559d7e2f0bdc15f07156e46de176ee8f0173d9f595e000c9ad282d2a6d0a6221,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
ORD-000029,user463@shop.ng,+2348084801233,,22000.0,NGN,,,,,,2026-02-17 00:16:32.907000+00:00,,,,,,,,,,,"[{""quantity"": 1, ""sku"": ""SKU-0212"", ""unit_price"": 12500}, {""quantity"": 2, ""sku"": ""SKU-0211"", ""unit_price"": 3000}, {""quantity"": 2, ""sku"": ""SKU-0191"", ""unit_price"": 1500}]",236b29d2610d5ccfae72ecb0d385f2b5a1bbb8638d748a9beccc0fb23e7488cd,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
,user1250@mail.com,+2348095282470,CUST-00575,42600.0,NGN,,,,,,2026-02-17 00:16:32.908000+00:00,,,,,,,Kaduna,233 Sabon Gari Rd,Kaduna,NG,"[{""price"": 9500, ""productSku"": ""SKU-0172"", ""qty"": 3}, {""price"": 3000, ""productSku"": ""SKU-0149"", ""qty"": 2}, {""price"": 2700, ""productSku"": ""SKU-0027"", ""qty"": 3}]",ff2f37d6620eb1b096109aec75857036c02f988f114a3e13c0802727048b4f3d,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
ORD-000031,user573@example.com,+2348039161443,CUST-00631,77.49,USD,,,,,,2026-02-17 00:16:32.909000+00:00,,,,,,,Kano,,,,"[{""price"": 2700, ""qty"": 1, ""sku"": ""SKU-0029""}, {""price"": 2500, ""qty"": 1, ""sku"": ""SKU-0137""}, {""price"": 13000, ""qty"": 2, ""sku"": ""SKU-0116""}, {""price"": 12200, ""qty"": 3, ""sku"": ""SKU-0150""}]",2a4f289380360f789fbc8a1e4278738f0002e2c4ae39a341fcb0cfad8d4c79bf,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
ORD-000032,user425@mail.com,+2348041272553,"{""email"": ""user425@mail.com"", ""id"": null, ""phone"": ""+2348041272553""}",77.27,USD,,,,,,2026-02-17 00:16:32.909000+00:00,,,,,,,Kano,,,,"[{""price"": 9000, ""qty"": 2, ""sku"": ""SKU-0165""}, {""price"": 2700, ""qty"": 2, ""sku"": ""SKU-0101""}, {""price"": 9000, ""qty"": 2, ""sku"": ""SKU-0031""}, {""price"": 9000, ""qty"": 1, ""sku"": ""SKU-0169""}, {""price"": 9200, ""qty"": 2, ""sku"": ""SKU-0012""}]",9661fd69ab7c217c9adb8df230df081a51c73bf6bf5ec61c687d6c6791ca19af,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
ORD-000033,user260@shop.ng,+2348018530615,"{""email"": ""user260@shop.ng"", ""id"": null, ""phone"": ""+2348018530615""}",16100.0,NGN,,,,,,2026-02-17 00:16:32.910000+00:00,,,,,,,PH,,,,"[{""price"": 1500, ""qty"": 1, ""sku"": ""SKU-0204""}, {""price"": 9200, ""qty"": 1, ""sku"": ""SKU-0169""}, {""price"": 2700, ""qty"": 2, ""sku"": ""SKU-0003""}]",631efa289ecce5e79ac7965a301a572548250f6e0e486e7218a617335724b435,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
ORD-000034,user222@shop.ng,+2348069533928,CUST-00412,21500.0,NGN,,,,,,2026-02-17 00:16:32.911000+00:00,,,,,,,PH,,,,"[{""price"": 2000, ""qty"": 1, ""sku"": ""SKU-0157""}, {""price"": 6500, ""qty"": 3, ""sku"": ""SKU-0117""}]",3c851e9cd5c2adf6bc322514a50db6edcddc1b5e56a6328f786daa4beb08cf6b,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
,user235@mail.com,+2348040667888,CUST-00102,34500.0,NGN,,,,,,2026-02-17 00:16:32.912000+00:00,,,,,,,Lagos,,,,"[{""price"": 4500, ""qty"": 3, ""sku"": ""SKU-0070""}, {""price"": 7000, ""qty"": 3, ""sku"": ""SKU-0097""}]",ecf63d382ca367a663ed66e7aecbb36b1b602cb7e0dc44770d9e00322f95c292,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
ORD-000036,user1202@pulse.africa,+2348065137801,CUST-00134,11000.0,NGN,,,,,,2026-02-17 00:16:32.913000+00:00,,,,,,,,,,,"[{""quantity"": 1, ""sku"": ""SKU-0095"", ""unit_price"": 3500}, {""quantity"": 1, ""sku"": ""SKU-0017"", ""unit_price"": 2500}, {""quantity"": 2, ""sku"": ""SKU-0023"", ""unit_price"": 2500}]",d979ddd1e5d2d87fab93ac5ff4e28c3d907c8149587a29613bd124a59d14ed93,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
,user879@example.com,+2348098292612,,137600.0,NGN,,,,,,2026-02-17 00:16:32.914000+00:00,,,,,,,Kano,69 Alausa Rd,Kano,NG,"[{""price"": 12000, ""qty"": 2, ""sku"": ""SKU-0079""}, {""price"": 6700, ""qty"": 3, ""sku"": ""SKU-0147""}, {""price"": 26000, ""qty"": 3, ""sku"": ""SKU-0039""}, {""price"": 2000, ""qty"": 1, ""sku"": ""SKU-0057""}, {""price"": 4500, ""qty"": 3, ""sku"": ""SKU-0216""}]",a6da8ae2866a53755a8f725863fe66404fc8c86227bc461a9ad9f9673dc95b77,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
ORD-000038,user699@mail.com,+2348053537934,CUST-00386,22200.0,NGN,,,,,,2026-02-17 00:16:32.915000+00:00,,,,,,,,146 GRA Rd,Kano,NG,"[{""quantity"": 1, ""sku"": ""SKU-0001"", ""unit_price"": 9200}, {""quantity"": 3, ""sku"": ""SKU-0144"", ""unit_price"": 3500}, {""quantity"": 1, ""sku"": ""SKU-0017"", ""unit_price"": 2500}]",03cdad8968516d19db83b33c9a0b2a9e8cd1c8d9db96af013f097d5eb9b3ff5e,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
ORD-000039,user1215@shop.ng,+2348051395350,"{""email"": ""user1215@shop.ng"", ""id"": null, ""phone"": ""+2348051395350""}",127400.0,NGN,,,,,,2026-02-17 00:16:32.916000+00:00,,,,,,,Abuja,,,,"[{""price"": 9000, ""qty"": 3, ""sku"": ""SKU-0012""}, {""price"": 10000, ""qty"": 2, ""sku"": ""SKU-0069""}, {""price"": 3500, ""qty"": 3, ""sku"": ""SKU-0124""}, {""price"": 25200, ""qty"": 2, ""sku"": ""SKU-0106""}, {""price"": 6500, ""qty"": 3, ""sku"": ""SKU-0193""}]",6b2c395e8e48f8a82675d25a9d0c073341b1e716b41f25ce7a19f8f5750420b8,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
,user360@mail.com,+2348040884937,,49200.0,NGN,,,,,,2026-02-17 00:16:32.917000+00:00,,,,,,,Lagos,,,,"[{""price"": 12200, ""qty"": 1, ""sku"": ""SKU-0077""}, {""price"": 18500, ""qty"": 2, ""sku"": ""SKU-0195""}]",7bf277f176f97e37e47c4d438e8af82762a7b613b8890f4576e9d7190a6ef1e8,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
ORD-000041,user181@shop.ng,+2348042657384,CUST-00707,72900.0,NGN,,,,,,2026-02-17 00:16:32.918000+00:00,,,,,,,Lagos,,,,"[{""price"": 13000, ""qty"": 2, ""sku"": ""SKU-0019""}, {""price"": 3500, ""qty"": 2, ""sku"": ""SKU-0146""}, {""price"": 3500, ""qty"": 1, ""sku"": ""SKU-0074""}, {""price"": 18200, ""qty"": 2, ""sku"": ""SKU-0005""}]",f9201905129e157a682bde00b962df4e3726660cfe492b6d7b841626d0c6b439,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
ORD-000042,user720@mail.com,+2348029655410,,37000.0,NGN,,,,,,2026-02-17 00:16:32.919000+00:00,,,,,,,,,,,"[{""quantity"": 1, ""sku"": ""SKU-0085"", ""unit_price"": 25000}, {""quantity"": 3, ""sku"": ""SKU-0130"", ""unit_price"": 4000}]",7d5ce4e51ffa311181ec5342dd0a7b7267c2b43afb850ba65ce6e27c3603231b,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
,user721@example.com,+2348070654852,CUST-00282,104400.0,NGN,,,,,,2026-02-17 00:16:32.920000+00:00,,,,,,,Abuja,,,,"[{""price"": 7500, ""qty"": 3, ""sku"": ""SKU-0118""}, {""price"": 12500, ""qty"": 3, ""sku"": ""SKU-0174""}, {""price"": 9200, ""qty"": 2, ""sku"": ""SKU-0160""}, {""price"": 26000, ""qty"": 1, ""sku"": ""SKU-0112""}]",ad54b9559e30fc12c06949368fc8d506dfcf512d85fd3ef53d4ce8239f919ec6,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
,user173@mail.com,,CUST-00352,160600.0,NGN,,,,,,2026-02-17 00:16:32.921000+00:00,,,,,,,Lagos,113 GRA Rd,Lagos,NG,"[{""price"": 13000, ""qty"": 3, ""sku"": ""SKU-0152""}, {""price"": 6500, ""qty"": 3, ""sku"": ""SKU-0118""}, {""price"": 18200, ""qty"": 3, ""sku"": ""SKU-0115""}, {""price"": 7500, ""qty"": 3, ""sku"": ""SKU-0082""}, {""price"": 25000, ""qty"": 1, ""sku"": ""SKU-0128""}]",a031dc119896a8f4a563fb2d541a570a5e6fddb096602b121c05849788892cfc,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
ORD-000045,user1235@mail.com,+2348088213973,CUST-00673,87000.0,NGN,,,,,,2026-02-17 00:16:32.922000+00:00,,,,,,,,235 Sabon Gari Rd,Kano,NG,"[{""quantity"": 2, ""sku"": ""SKU-0104"", ""unit_price"": 25000}, {""quantity"": 3, ""sku"": ""SKU-0202"", ""unit_price"": 4500}, {""quantity"": 2, ""sku"": ""SKU-0016"", ""unit_price"": 6500}, {""quantity"": 3, ""sku"": ""SKU-0142"", ""unit_price"": 3500}]",2e3b34c79e3488857c653523a29eae0411584a09c6076e438519b2ba13e691f1,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
,user1404@example.com,+2348066828640,CUST-00131,75000.0,NGN,,,,,,2026-02-17 00:16:32.923000+00:00,,,,,,,Kaduna,,,,"[{""price"": 12000, ""qty"": 3, ""sku"": ""SKU-0152""}, {""price"": 13000, ""qty"": 3, ""sku"": ""SKU-0079""}]",c08864a0a11509cf41bf2264454ef90e131691ee12d66f7753147e233e859691,historical_order,2026-02-20 18:16:03.448172+00:00,2026-02-17,False,False,False,False,False,False
