event_id,order_id,event_date,created_at,event_time,customer_id,buyer_email,buyer_phone,currency,total_amount,total_amount_ngn,state,city,country,vendor,event_type
7fbc33253b757543de0bc97f341dcda832d85b7ec84542607d9444de7288d3af,ORD-000187,2023-03-31T02:58:00Z,{'$date': '2026-02-17T00:16:33.141Z'},{'$date': '2026-02-17T00:16:33.141Z'},,user15@example.com,+2348060335658,NGN,97500.0,97500.0,Kaduna,Kaduna,NG,unknown,historical_order
a907d9dc27bfb89071081a05cf03bd1f549b31a1aa2fe7044c62e2353edc422a,ORD-000192,2023-08-12T06:31:08Z,{'$date': '2026-02-17T00:16:33.146Z'},{'$date': '2026-02-17T00:16:33.146Z'},CUST-00387,user499@pulse.africa,+2348071585593,USD,57.44,54165.92,Lagos,Lagos,NG,unknown,historical_order
7f9d240904070480430c420a18ffd44a9fe040a2b93b46ad5515db59667462a8,ORD-000195,2023-03-02T13:59:02Z,{'$date': '2026-02-17T00:16:33.148Z'},{'$date': '2026-02-17T00:16:33.148Z'},CUST-00555,user988@pulse.africa,+2348076080806,NGN,30000.0,30000.0,Lagos,Lagos,NG,unknown,historical_order
4a5c26310c020fe0634c7613ed2fce93afcde17707f9fe43678d2198c6d5adc0,ORD-000202,2023-02-10T00:06:59Z,{'$date': '2026-02-17T00:16:33.153Z'},{'$date': '2026-02-17T00:16:33.153Z'},CUST-00784,user213@pulse.africa,+2348021316066,NGN,27000.0,27000.0,Lagos,Lagos,NG,unknown,historical_order
ae553dbed57deb37efb800129fbcfa7dfe3cef84fb8dac8e284b0085e0b3cc24,ORD-000205,2023-04-27T08:34:20Z,{'$date': '2026-02-17T00:16:33.156Z'},{'$date': '2026-02-17T00:16:33.156Z'},CUST-00388,user163@shop.ng,+2348079338228,NGN,61100.0,61100.0,Lagos,Lagos,NG,unknown,historical_order
5dba3c11f972d6bf8da5bf0a518eefbd880d1b7467b9b4094e87825085ac48a4,ORD-000208,2023-01-28T17:21:12Z,{'$date': '2026-02-17T00:16:33.158Z'},{'$date': '2026-02-17T00:16:33.158Z'},,user193@mail.com,+2348051890609,NGN,61000.0,61000.0,PH,PH,NG,unknown,historical_order
8991fc17cfa4cd8af4ac95f5c873e5d9f8f4a6870fa23e1d0481e47d98f19b98,ORD-000210,2023-09-25T08:24:50Z,{'$date': '2026-02-17T00:16:33.160Z'},{'$date': '2026-02-17T00:16:33.160Z'},CUST-00778,user123@pulse.africa,+2348081988124,NGN,20700.0,20700.0,PH,PH,NG,unknown,historical_order
e138aecee41687117d62228f41cb5978db108edde0834c0281b1560ba687f02e,ORD-000214,2023-09-13T12:16:14Z,{'$date': '2026-02-17T00:16:33.164Z'},{'$date': '2026-02-17T00:16:33.164Z'},,user852@pulse.africa,+2348017824896,NGN,88900.0,88900.0,Kaduna,Kaduna,NG,unknown,historical_order
261b1f5451138b75bc170df949e932cbc33d744f999a5f48eb98088d0fc25fd5,ORD-000242,2023-03-25T22:34:10Z,{'$date': '2026-02-17T00:16:33.191Z'},{'$date': '2026-02-17T00:16:33.191Z'},CUST-00158,user991@pulse.africa,+2348029232735,NGN,29700.0,29700.0,PH,PH,NG,unknown,historical_order
0a936454c4a8df78eb9af1d2e9415166ab8acb4f4e08b85e1f113fc3ee047a46,ORD-000264,2023-09-09T13:51:51Z,{'$date': '2026-02-17T00:16:33.207Z'},{'$date': '2026-02-17T00:16:33.207Z'},CUST-00646,user997@example.com,+2348068785183,NGN,14500.0,14500.0,Abuja,Abuja,NG,unknown,historical_order
c2da8b59562a06108aaa5694abebe4f512959e5b8dd82a23c0bf1c6801bb24ae,ORD-000276,2023-09-01T10:18:05Z,{'$date': '2026-02-17T00:16:33.216Z'},{'$date': '2026-02-17T00:16:33.216Z'},CUST-00304,user553@mail.com,+2348020866138,USD,10.7,9961.699999999999,Kaduna,Kaduna,NG,unknown,historical_order
0731794de5e1529d6c82a65cf07a2430413f90268a55416c440484f2ef9235b1,ORD-000292,2023-09-17T06:21:23Z,{'$date': '2026-02-17T00:16:33.228Z'},{'$date': '2026-02-17T00:16:33.228Z'},,user60@example.com,,NGN,12200.0,12200.0,Lagos,Lagos,NG,unknown,historical_order
aec0084b2f271cc78c77d14c44d88a48eea1469984088e4d4a1f8da056711c6c,ORD-000299,2023-06-21T20:55:20Z,{'$date': '2026-02-17T00:16:33.234Z'},{'$date': '2026-02-17T00:16:33.234Z'},CUST-00138,user797@shop.ng,+2348086350455,USD,2.24,2096.6400000000003,Kaduna,Kaduna,NG,unknown,historical_order
7760bc1b6529ac31d662fc0987b836304d41e6d651965d0a2e7c2e23f58e9df2,ORD-000319,2023-06-27T18:37:46Z,{'$date': '2026-02-17T00:16:33.249Z'},{'$date': '2026-02-17T00:16:33.249Z'},,user370@mail.com,+2348046613462,NGN,12600.0,12600.0,Kaduna,Kaduna,NG,unknown,historical_order
9d34988cd5e0eaf2fe7f22dffbd6355fc36cdba2b832b53e41d145f14aa6b8b4,ORD-000322,2023-02-04T15:17:43Z,{'$date': '2026-02-17T00:16:33.251Z'},{'$date': '2026-02-17T00:16:33.251Z'},CUST-00443,user636@mail.com,+2348022899866,NGN,42600.0,42600.0,Lagos,Lagos,NG,unknown,historical_order
edf899881b5b8d3ebbbd55eb264435d3baed0186f9e63c4669361eeae5e9a3ae,ORD-000324,2023-02-27T17:06:47Z,{'$date': '2026-02-17T00:16:33.252Z'},{'$date': '2026-02-17T00:16:33.252Z'},CUST-00423,,+2348086299853,NGN,34500.0,34500.0,Abuja,Abuja,NG,unknown,historical_order
aa26c34c672565fc2ce8a61cf395b19e6a74d34948bc558c25c44966a099cb9a,ORD-000332,2023-11-01T19:39:57Z,{'$date': '2026-02-17T00:16:33.258Z'},{'$date': '2026-02-17T00:16:33.258Z'},CUST-00449,user228@example.com,+2348091826622,USD,15.41,14793.6,Kano,Kano,NG,unknown,historical_order
e45ab151ec0772c0d443e086fb4824d5ecfac2825e867b51da7928291ab36a2c,ORD-000334,2023-10-26T17:38:36Z,{'$date': '2026-02-17T00:16:33.259Z'},{'$date': '2026-02-17T00:16:33.259Z'},CUST-00773,user1290@mail.com,,NGN,49600.0,49600.0,Lagos,Lagos,NG,unknown,historical_order
efd6d6bce5e302fccf1dbe27e443f311455ab4f7de3f976f1c1e392eb249b157,ORD-000335,2023-06-10T13:15:18Z,{'$date': '2026-02-17T00:16:33.260Z'},{'$date': '2026-02-17T00:16:33.260Z'},CUST-00445,,+2348098607345,NGN,77400.0,77400.0,Kaduna,Kaduna,NG,unknown,historical_order
e426ee262b199b2418392f0b587b93e2ec834ca7ee8b95ce6fb23127c651db09,ORD-000337,2023-10-09T14:24:34Z,{'$date': '2026-02-17T00:16:33.261Z'},{'$date': '2026-02-17T00:16:33.261Z'},CUST-00382,user1040@pulse.africa,,USD,88.04,82581.52,Abuja,Abuja,NG,unknown,historical_order
1151b8ca3eeb5c32e591a027761da670aedd4c9a80f981dff91b36c5720225b2,ORD-000348,2023-04-17T03:22:04Z,{'$date': '2026-02-17T00:16:33.270Z'},{'$date': '2026-02-17T00:16:33.270Z'},CUST-00577,,,NGN,102600.0,102600.0,PH,PH,NG,unknown,historical_order
9f97952c679f87dc77e6521b46b1784fba312af636fffbbb8708f7cfcfe39c06,ORD-000354,2023-07-20T21:11:01Z,{'$date': '2026-02-17T00:16:33.275Z'},{'$date': '2026-02-17T00:16:33.275Z'},,,+2348013405363,NGN,34000.0,34000.0,Lagos,Lagos,NG,unknown,historical_order
6b8b9ae50026b23619ac3206cf499f73a35ba1e6018f6b6c40b17de665aef789,ORD-000357,2023-02-07T05:12:09Z,{'$date': '2026-02-17T00:16:33.277Z'},{'$date': '2026-02-17T00:16:33.277Z'},CUST-00198,,,NGN,55000.0,55000.0,PH,PH,NG,unknown,historical_order
1ce52557329b8f662fd3a7ff3c96ed68a4a5d4febf6f7d39573206f524e05e5d,ORD-000359,2023-04-24T00:54:45Z,{'$date': '2026-02-17T00:16:33.278Z'},{'$date': '2026-02-17T00:16:33.278Z'},CUST-00573,user865@pulse.africa,+2348036893461,NGN,27600.0,27600.0,Kano,Kano,NG,unknown,historical_order
7a0fc99585557b26958c13f72e8a4d051b6555603c5a2986be3b590cb76e45e0,ORD-000367,2023-06-07T13:56:35Z,{'$date': '2026-02-17T00:16:33.285Z'},{'$date': '2026-02-17T00:16:33.285Z'},,user972@mail.com,+2348084170763,USD,60.13,55981.03,PH,PH,NG,unknown,historical_order
d1a3e7a7bad0ff443095f58eced5f397f09dcf6249a8e78e811f674c49f7cd38,ORD-000370,2023-08-10T04:15:52Z,{'$date': '2026-02-17T00:16:33.289Z'},{'$date': '2026-02-17T00:16:33.289Z'},,user791@pulse.africa,+2348049071522,NGN,37600.0,37600.0,Kaduna,Kaduna,NG,unknown,historical_order
f500069b7f059d974cd063564f03b494602583ff3ffce868cb2a45bbdd72b5fb,ORD-000377,2023-09-28T14:06:34Z,{'$date': '2026-02-17T00:16:33.294Z'},{'$date': '2026-02-17T00:16:33.294Z'},,,,NGN,154300.0,154300.0,Lagos,Lagos,NG,unknown,historical_order
cb3eaeabdc1865a899448ccef059c8c688c266de393e77b555856a9c77915ade,ORD-000394,2023-03-07T06:21:57Z,{'$date': '2026-02-17T00:16:33.307Z'},{'$date': '2026-02-17T00:16:33.307Z'},,user1434@example.com,,NGN,75600.0,75600.0,Kaduna,Kaduna,NG,unknown,historical_order
da16362d742903a6963b4dce9b9969e4be10330701a522a0253019de564374cd,ORD-000395,2023-12-17T13:17:38Z,{'$date': '2026-02-17T00:16:33.307Z'},{'$date': '2026-02-17T00:16:33.307Z'},CUST-00230,user1231@example.com,+2348060601468,NGN,85000.0,85000.0,Kaduna,Kaduna,NG,unknown,historical_order
16f26ab9837ce41c908f06c032a0699d7d647d32ee9a09969d546394cfdae499,ORD-000402,2023-10-29T07:26:39Z,{'$date': '2026-02-17T00:16:33.312Z'},{'$date': '2026-02-17T00:16:33.312Z'},CUST-00522,user1202@shop.ng,+2348022690720,NGN,46500.0,46500.0,Lagos,Lagos,NG,unknown,historical_order
4ce4eaf2f106e32d0a3951835c32e7e6e11766e7445409de4862a90d8786051e,ORD-000406,2023-04-12T05:39:42Z,{'$date': '2026-02-17T00:16:33.315Z'},{'$date': '2026-02-17T00:16:33.315Z'},CUST-00073,user552@mail.com,+2348085650769,USD,35.55,31675.05,Kaduna,Kaduna,NG,unknown,historical_order
47d0374610ef49ca64df255e815b0b7009777dfcb15880530ff5df7d09fc884a,ORD-000407,2023-11-16T01:34:01Z,{'$date': '2026-02-17T00:16:33.317Z'},{'$date': '2026-02-17T00:16:33.317Z'},CUST-00417,,+2348058696806,NGN,44100.0,44100.0,Abuja,Abuja,NG,unknown,historical_order
c3f50a06c97e8b347ed873d3f01279dfb5e05efd42afefc3c00ae873a1e89cda,ORD-000411,2023-11-25T06:15:36Z,{'$date': '2026-02-17T00:16:33.321Z'},{'$date': '2026-02-17T00:16:33.321Z'},CUST-00087,user1135@shop.ng,+2348011435415,USD,41.03,38732.32,Lagos,Lagos,NG,unknown,historical_order
99158d1d496d4bb3aadef85d1a43d4bac96f127c9caf912696635a51e24ce0f1,ORD-000429,2023-05-09T20:11:34Z,{'$date': '2026-02-17T00:16:33.335Z'},{'$date': '2026-02-17T00:16:33.335Z'},,user211@shop.ng,,NGN,45500.0,45500.0,Kaduna,Kaduna,NG,unknown,historical_order
29a334fa696d4465b63004c9ba858e44ee8917f459a97f90e6b27c9dbe99d6f9,ORD-000443,2023-02-04T15:40:36Z,{'$date': '2026-02-17T00:16:33.344Z'},{'$date': '2026-02-17T00:16:33.344Z'},,user1165@shop.ng,,NGN,39000.0,39000.0,Lagos,Lagos,NG,unknown,historical_order
551c17150283135e4fa8f8f3cd0c5330a5fb94b53f95401c3c93f1ea3918ebcb,ORD-000450,2023-09-28T11:20:52Z,{'$date': '2026-02-17T00:16:33.350Z'},{'$date': '2026-02-17T00:16:33.350Z'},CUST-00373,,+2348077388734,USD,42.91,40507.03999999999,PH,PH,NG,unknown,historical_order
33e7c14bc7ef70af086a2bf42f7f45e7f76f60a591f0996859584f243d8be97a,ORD-000451,2023-06-10T19:15:37Z,{'$date': '2026-02-17T00:16:33.350Z'},{'$date': '2026-02-17T00:16:33.350Z'},CUST-00167,user782@pulse.africa,+2348068719406,NGN,60500.0,60500.0,Kaduna,Kaduna,NG,unknown,historical_order
07c5fb3bc958fe7fc4fcf38cb311d04c702d051c2c1a57acb20ac3d74013e801,ORD-000460,2023-02-14T13:54:21Z,{'$date': '2026-02-17T00:16:33.357Z'},{'$date': '2026-02-17T00:16:33.357Z'},CUST-00130,user987@mail.com,+2348056782042,NGN,6700.0,6700.0,Abuja,Abuja,NG,unknown,historical_order
354ebc21c38f108f9bbdda54ce7edbddb2c6781b7a19d2ad363204e526e64729,ORD-000468,2023-04-15T19:45:45Z,{'$date': '2026-02-17T00:16:33.363Z'},{'$date': '2026-02-17T00:16:33.363Z'},CUST-00424,user1369@example.com,+2348042282510,NGN,29400.0,29400.0,Abuja,Abuja,NG,unknown,historical_order
20191e2af48838895131a1e62c9e23df41ea27ade122c739ca1c17d2f7a721ea,ORD-000470,2023-11-14T21:04:46Z,{'$date': '2026-02-17T00:16:33.364Z'},{'$date': '2026-02-17T00:16:33.364Z'},CUST-00465,user1034@example.com,+2348039364802,NGN,58500.0,58500.0,Kaduna,Kaduna,NG,unknown,historical_order
b40d140146bf6b7ef9a9a70c4e315fd828a2a17306a6b0f70e07a487390f1900,ORD-000477,2023-11-29T12:58:23Z,{'$date': '2026-02-17T00:16:33.370Z'},{'$date': '2026-02-17T00:16:33.370Z'},CUST-00199,user774@example.com,+2348094139980,NGN,75000.0,75000.0,Abuja,Abuja,NG,unknown,historical_order
52f270f1260a765b14590a1fd77b2845d701a683e2e5d48a0fcea16934d4f5c0,ORD-000501,2023-12-30T23:33:35Z,{'$date': '2026-02-17T00:16:33.390Z'},{'$date': '2026-02-17T00:16:33.390Z'},CUST-00739,user589@shop.ng,+2348086276344,NGN,66600.0,66600.0,Lagos,Lagos,NG,unknown,historical_order
f31c777fa76e9e13ea42f7f41f9f691b72d3d6217762e007fcf2d5509f5ae8ad,ORD-000504,2023-03-11T19:53:38Z,{'$date': '2026-02-17T00:16:33.393Z'},{'$date': '2026-02-17T00:16:33.393Z'},CUST-00189,user902@pulse.africa,,NGN,30000.0,30000.0,Kano,Kano,NG,unknown,historical_order
81626b38d2f423e77ca5726cc6304959736d0396948555a35f49a47e45f30da8,ORD-000508,2023-05-21T12:58:36Z,{'$date': '2026-02-17T00:16:33.396Z'},{'$date': '2026-02-17T00:16:33.396Z'},,user257@mail.com,+2348064709486,NGN,51500.0,51500.0,Lagos,Lagos,NG,unknown,historical_order
d50a24a59a03cc0456dd80a5ac1fe95ec1a20ef53e95a4a7e1bef84864c3a562,ORD-000521,2023-03-27T22:45:32Z,{'$date': '2026-02-17T00:16:33.409Z'},{'$date': '2026-02-17T00:16:33.409Z'},CUST-00740,,+2348054733168,NGN,7500.0,7500.0,PH,PH,NG,unknown,historical_order
5a10507ecfd3d2da628c1621dc5cfd2073bd279cb3dbe3a60539c0f52428f857,ORD-000523,2023-11-04T07:51:20Z,{'$date': '2026-02-17T00:16:33.410Z'},{'$date': '2026-02-17T00:16:33.410Z'},CUST-00705,user558@example.com,+2348060715072,NGN,19000.0,19000.0,Kaduna,Kaduna,NG,unknown,historical_order
0eb2a6036d7c58a97ce02aaf77ddf951d55d3b18f5d022496eb9ac54eed2757d,ORD-000526,2023-02-25T20:02:42Z,{'$date': '2026-02-17T00:16:33.412Z'},{'$date': '2026-02-17T00:16:33.412Z'},CUST-00086,user1263@shop.ng,+2348086053026,USD,2.77,2393.28,Lagos,Lagos,NG,unknown,historical_order
b8e3712d06b165bd6f70d67916baeba5170d972b51582e047236cc0977c19e0e,ORD-000530,2023-01-27T00:55:57Z,{'$date': '2026-02-17T00:16:33.416Z'},{'$date': '2026-02-17T00:16:33.416Z'},CUST-00069,user1146@mail.com,+2348011896427,NGN,6700.0,6700.0,Lagos,Lagos,NG,unknown,historical_order
dcc78f405be888ed643300463ab6ab0655209c340153768662839b887df5b09f,ORD-000534,2023-10-27T07:51:43Z,{'$date': '2026-02-17T00:16:33.420Z'},{'$date': '2026-02-17T00:16:33.420Z'},CUST-00097,user520@example.com,+2348014500077,NGN,73100.0,73100.0,Kano,Kano,NG,unknown,historical_order
f5913135b5eab9d7535c1a3f3285503e72462840f8d4758d97c96572cd9e48da,ORD-000536,2023-11-20T22:02:38Z,{'$date': '2026-02-17T00:16:33.421Z'},{'$date': '2026-02-17T00:16:33.421Z'},CUST-00285,user398@example.com,+2348052477264,NGN,4500.0,4500.0,Lagos,Lagos,NG,unknown,historical_order
f8632178980971cbd6c9122d6fe38293206f839089e38f3b935cd11b04d0a3d7,ORD-000542,2023-09-09T14:41:29Z,{'$date': '2026-02-17T00:16:33.425Z'},{'$date': '2026-02-17T00:16:33.425Z'},CUST-00632,user1180@shop.ng,+2348073561767,NGN,94000.0,94000.0,Lagos,Lagos,NG,unknown,historical_order
32811329c2427547932bb0c92cd987859bd9784590354da9b4e63699d7abd8e9,ORD-000543,2023-09-21T12:35:55Z,{'$date': '2026-02-17T00:16:33.426Z'},{'$date': '2026-02-17T00:16:33.426Z'},,user1223@mail.com,+2348086234095,NGN,82000.0,82000.0,Kaduna,Kaduna,NG,unknown,historical_order
3e4416ae0e00e6066b99eecc4a33c1e96b53213939a6fb75c8d0c54dfa2b660a,ORD-000561,2023-04-11T23:38:53Z,{'$date': '2026-02-17T00:16:33.441Z'},{'$date': '2026-02-17T00:16:33.441Z'},CUST-00062,user816@example.com,+2348078660380,NGN,54000.0,54000.0,PH,PH,NG,unknown,historical_order
0a3cf0be262c742d7ea2b1bdf8a3d7d51e2ca18d619ed04f14f29079cc1f8d8a,ORD-000564,2023-04-10T22:15:48Z,{'$date': '2026-02-17T00:16:33.443Z'},{'$date': '2026-02-17T00:16:33.443Z'},,user1042@shop.ng,+2348032872059,NGN,9500.0,9500.0,Abuja,Abuja,NG,unknown,historical_order
f3665aeeaf755ef5d31f3175f98f3bcc260a68135d50a8b1b60817f3c758c38f,ORD-000566,2023-08-10T03:16:01Z,{'$date': '2026-02-17T00:16:33.445Z'},{'$date': '2026-02-17T00:16:33.445Z'},CUST-00536,user525@mail.com,+2348097349865,USD,182.99,160848.21000000002,Lagos,Lagos,NG,unknown,historical_order
d910ce3a4b34fd03702ab7b155c703c0e4a43b68ed9a1df9ca7d62ee3da638c6,ORD-000568,2023-02-15T04:59:10Z,{'$date': '2026-02-17T00:16:33.447Z'},{'$date': '2026-02-17T00:16:33.447Z'},,user1166@example.com,+2348024968484,NGN,9000.0,9000.0,Kaduna,Kaduna,NG,unknown,historical_order
